game_id,game_name,name_in_vg,estimated_revenue,estimated_units_sold,number_of_reviews,steam_rating
1807610,Skeleton Scramble Deluxe,Skeleton Scramble Deluxe,1,780,26,1.0
1504570,Cultivation Tales,NULL,NULL,NULL,NULL,NULL
418650,Space Pirate Trainer,Space Pirate Trainer,2500000,224000,2750,0.9440000000000001
1064920,VR Party Pack,VR Party Pack,1,300,10,0.5
1088040,MMA Executive,MMA Executive,5,328,10,0.5
1418160,Happy Quest,Happy Quest,30,23,785,0.8290000000000001
1128420,Solitaire Jack Frost Winter Adventures,Solitaire Jack Frost Winter Adventures,424,106,4,0.75
313740,Sakura Spirit,Sakura Spirit,2400000,424000,7167,0.785
960820,Data mining 2,Data mining 2,940,920,30,0.5
1515820,Guns of Succubus,Guns of Succubus,7,1,57,0.877
237760,Intake,Intake,215000,31,395,0.927
1022480,KAMIKO,KAMIKO,18,5,153,0.882
532080,Apocalypse Mechanism,Apocalypse Mechanism,7,610,14,0.5
415780,Bacon Rebellion,Bacon Rebellion,2,870,29,0.9309999999999999
1166990,Kukoro: Stream chat games,Kukoro: Stream chat games,50,17,588,0.976
407420,Gabe Newell Simulator,Gabe Newell Simulator,8,4,640,0.503
391280,Epic Manager - Create Your Own Adventuring Agency!,NULL,NULL,NULL,NULL,NULL
1371730,A Little Bird,A Little Bird,1,180,5,0.8
461830,Adventure Apes and the Mayan Mystery,Adventure Apes and the Mayan Mystery,13,5,20,0.75
1376590,Sphere Game,Sphere Game,530,540,18,0.889
990840,Running Tadpoles,Running Tadpoles,315,444,11,0.545
1412580,Sword of Destiny,Sword of Destiny,5,4,142,0.873
889280,Marginalia,Marginalia,4,1,45,0.867
1600600,ZAR,Resident Evil 7 Biohazard,43600000,1500000,70294,0.95
869840,Feather Of Praying 羽翼的祈愿,Feather Of Praying 羽翼的祈愿,6,5,224,0.955
438490,GOD EATER 2 Rage Burst,GOD EATER 2 Rage Burst,10900000,339000,4104,0.7809999999999999
1187250,Consumed Awakening,Consumed Awakening,792,90,3,1.0
1541450,Must Reach,Must Reach,672,270,9,0.222
1495080,Asian Riddles 4,Asian Riddles 4,869,300,10,1.0
406930,Epic Showdown,Epic Showdown,10,2,43,0.37200000000000005
312540,Ys VI: The Ark of Napishtim,Ys VI: The Ark of Napishtim,851000,63,1042,0.898
1028340,Spare Teeth VR,Spare Teeth VR,1,300,10,0.8
368570,Beat Da Beat,Beat Da Beat,26,14,458,0.9279999999999999
270880,American Truck Simulator,American Truck Simulator,36500000,3000000,125148,0.966
959410,The Endless Empty,The Endless Empty,8,2,148,0.946
1273250,Breakpoint,Ghost Recon Breakpoint,4099999,154000,5144,0.624
913440,Mahjongg The Ultimate Collection 2,Mahjongg The Ultimate Collection 2,840,165,11,0.818
959050,Bound Up & Squirming!,Bound Up & Squirming!,3,1,32,0.938
991230,Highway of death,Highway of death,1,938,36,0.667
1580640,银魂：Silver Soul,银魂：Silver Soul,593,930,31,0.484
1808860,Pizza Man,Pizza Man,138,240,8,0.875
1338130,Popo's Tower,Sokpop S08: Popo's Tower,2,960,32,0.625
589220,UAYEB: The Dry Land - Episode 1,UAYEB: The Dry Land - Episode 1,86,4,81,0.642
993750,Girls & sweets,Girls & sweets,467,332,11,0.182
903790,Card Battle Spirit Link,Card Battle Spirit Link,720,90,3,1.0
1508980,Cheese Runner,Cheese Runner,1,600,20,1.0
1208040,Axiel,Axiel,0,0,0,0.0
408920,Krai Mira: Extended Cut,Krai Mira: Extended Cut,102000,14,241,0.602
1417190,Gravity Mummy,Gravity Mummy,2,1,37,0.6759999999999999
1386330,Funanigans: Party Games,NULL,NULL,NULL,NULL,NULL
1776860,Tank Sudoku,Tank Sudoku,108,30,1,1.0
1227000,Black Butterfly,Psychedelica of the Black Butterfly,354000,17,596,0.852
1285820,Virus Kombat,Virus Kombat,180,180,6,0.667
747110,Kamboja,Kamboja,240,99,5,0.8
733990,I Can't Believe It's Not Gambling,I Can't Believe It's Not Gambling GOTY Edition,45,59,1516,0.922
1998840,Arcadia,Legends of Talia: Arcadia,8,6,209,0.7559999999999999
704760,Grimrush,Grimrush,3,633,13,0.769
12670,Mission Runway,Mission Runway,8,1,21,0.619
765860,Leisure Suit Larry 5 - Passionate Patti Does a Little Undercover Work,Leisure Suit Larry 5 - Passionate Patti Does a Little Undercover Work,4,1,45,0.6890000000000001
1514580,The Great Chicken Thief,The Great Chicken Thief,156,60,2,0.5
1431040,Golazo! Soccer League,Golazo! Soccer League,35,5,186,0.8009999999999999
1579590,SDST: Deluxe,SDST: Deluxe,222,330,11,0.909
1553850,Tartaron,Tartaron,42,60,2,1.0
1875560,Mare,Little Nightmares,22600000,1800000,88043,0.9470000000000001
1143810,Black Skylands,Black Skylands,601000,42,1420,0.882
1321220,Real Farm – Gold Edition,Real Farm – Gold Edition,5,480,16,0.313
1500750,牛头人迷宫/Tauren maze,NULL,NULL,NULL,NULL,NULL
1819900,Shootvaders: The Beginning,Shootvaders: The Beginning,660,90,3,0.667
821860,Secret Laboratory,NULL,NULL,NULL,NULL,NULL
577850,Tiny Wheels,Tiny Wheels,2,1,28,0.821
1715970,ZEE.END,ZEE.END,12,1,35,0.4
1006920,Pull Ball,Pull Ball,248,398,14,0.857
1011310,PARSE ALLY,PARSE ALLY,340,150,6,0.33299999999999996
1669350,Fingun,Fingun,2,780,26,0.9229999999999999
1436810,The Door in the Basement,The Door in the Basement,26,3,118,0.907
2050890,ZombWave,ZombWave,0,0,0,0.0
1280780,War on the Sea,War on the Sea,1700000,65,2193,0.7759999999999999
1148680,Austerlitz,Austerlitz,240,60,2,1.0
1347390,Beaver Fun™ River Run - Steam Edition,Beaver Fun™ River Run - Steam Edition,186,60,1,1.0
460630,Trouble Witches Origin - Episode1 Daughters of Amalgam -,Trouble Witches Origin - Episode1 Daughters of Amalgam -,62,9,186,0.935
562050,Liquid Pinball,Liquid Pinball,3,6,100,0.7
613880,Zoo Tycoon: Ultimate Animal Collection,NULL,NULL,NULL,NULL,NULL
371710,Age of Castles: Warlords,Age of Castles: Warlords,5,2,62,0.32299999999999995
1959400,Arobynn: The First Adventure,Arobynn: The First Adventure,96,30,1,0.0
1420080,Wonder Boy: Asha in Monster World,Wonder Boy: Asha in monster world,81,3,117,0.8029999999999999
38160,Farm Frenzy 3: American Pie,NULL,NULL,NULL,NULL,NULL
703000,"Beer, Babes and Dragons","Beer, Babes and Dragons",560,200,4,1.0
1071220,"After I met that catgirl, my questlist got too long!","After I met that catgirl, my questlist got too long!",27,3,107,0.925
536430,The Revenge of Johnny Bonasera: Episode 1,The Revenge of Johnny Bonasera: Episode 1,14,4,60,0.85
1000040,细胞战争,细胞战争,64,40,1,0.0
380990,B.A.D Battle Armor Division,B.A.D Battle Armor Division,6,1,57,0.544
377010,Easy Spanish™ Platinum,Easy Spanish™ Platinum,0,0,0,0.0
1630760,Infinity Valley,Infinity Valley,227,180,5,1.0
327980,Dragon Fantasy: The Volumes of Westeria,Dragon Fantasy: The Volumes of Westeria,41,6,43,0.8370000000000001
266330,Ethan: Meteor Hunter,Ethan: Meteor Hunter,292000,45,232,0.616
1436990,Feign,Feign,270000,75,2501,0.895
654710,Ashes,Remnant: From the Ashes,26100000,895000,44230,0.85
868570,Prototype Mansion - Used No Cover,Prototype Mansion - Used No Cover,4,1,39,0.6920000000000001
1571600,Dark Romance: Sleepy Hollow Collector's Edition,Dark Romance: Sleepy Hollow Collector's Edition,4,630,21,1.0
1605190,Connect The Dots,Connect The Dots,531,270,9,0.889
635900,Tunnels of Despair,Tunnels of Despair,4,863,65,0.677
1789660,The story of archer,The story of archer,4,660,22,0.727
1236700,Goddess of Hentai,Goddess of Hentai,7,12,402,0.903
590600,LifeBase,LifeBase,1,150,3,0.33299999999999996
1192610,ANIME REDEMPTION,ANIME REDEMPTION,18,15,531,0.7929999999999999
457690,Hotel Blind,Hotel Blind,994,648,46,0.196
371120,Discouraged Workers,Discouraged Workers,97,10,145,0.621
1018950,What The Fork,What The Fork,1,90,3,0.33299999999999996
1786280,Puzzle Art: Primates,Puzzle Art: Primates,114,120,4,0.75
760520,Dough,Doughlings: Arcade,3,910,96,0.927
1251270,Istoria,La Historia De,1,330,11,1.0
226780,MUD Motocross World Championship,NULL,NULL,NULL,NULL,NULL
251990,Long Live The Queen,Long Live The Queen,2600000,408000,6817,0.95
1137770,Avalive,Avalive,1,390,13,0.6920000000000001
543240,√Letter - Root Letter -,NULL,NULL,NULL,NULL,NULL
1822490,一花一世界 | The Lotus,NULL,NULL,NULL,NULL,NULL
1534520,STRAY KITTEN,STRAY KITTEN,1,2,95,0.8740000000000001
854190,Russian Gangsta In HELL,Russian Gangsta In HELL,921,1,47,0.532
1375850,AHH!!! MazeZing,AHH!!! MazeZing,0,0,0,0.0
984610,Mech Merc Company,Mech Merc Company,21,2,88,0.8640000000000001
1342790,GangV | VR & PC Battle Royale,NULL,NULL,NULL,NULL,NULL
1285940,Briefcase Inc.,Briefcase Inc.,2,570,18,0.9440000000000001
1778110,Alone In The Mars,Alone In The Mars,317,210,7,0.857
1123730,ROD,Crypt of the NecroDancer,12300000,1500000,22880,0.96
837780,Coin-Op Kingdom,Coin-Op Kingdom,4,484,13,0.5379999999999999
11370,Nikopol: Secrets of the Immortals,Nikopol: Secrets of the Immortals,81,26,354,0.545
1524690,Chess Brain: Dark Troops,Chess Brain: Dark Troops,968,1,51,0.961
1271280,Rift Wizard,Rift Wizard,263000,24,819,0.9329999999999999
898260,Juliantli,NULL,NULL,NULL,NULL,NULL
426930,Moonshot,Moonshot,33,5,96,0.885
598620,Mystery Riddles,Mystery Riddles,2,378,8,0.5
1102140,Glizzy Gobbler,Glizzy Gobbler,547,90,3,0.667
1143900,Shapeshooter,Shapeshooter,1,600,20,0.55
606230,Thea 2: The Shattering,Thea 2: The Shattering,913000,50,1962,0.779
894090,Maze Gold Run,Maze Gold Run,424,106,3,1.0
1797590,Last Space Guardian,Last Space Guardian,132,210,7,1.0
508790,Flat Heroes,Flat Heroes,126000,18,486,0.897
1084920,Fatal Evidence: Cursed Island Collector's Edition,Fatal Evidence: Cursed Island Collector's Edition,1,176,8,1.0
1146350,Urban riots,Urban riots,81,110,4,0.5
654260,旧手表 - Old Watch,NULL,NULL,NULL,NULL,NULL
828740,Tales of the Neon Sea,Tales of the Neon Sea,825000,73,2850,0.8690000000000001
1192500,GraFi Christmas,GraFi Christmas,758,600,20,0.7
1554600,Wife Quest,Wife Quest,20,5,175,0.8059999999999999
1155230,Extend Desktop,Extend Desktop,223,164,5,0.4
720030,Indecision.,Indecision.,41,23,560,0.848
1086140,Weaving,Weaving Tides,48,3,102,0.9309999999999999
415920,Voidspire Tactics,Voidspire Tactics,41,3,230,0.97
1507600,Tail Trail,Tail Trail,2,420,13,0.615
240340,Space Ace,Space Ace,67,10,137,0.8320000000000001
1544810,HANDMADE CARPROGRAM,HANDMADE CARPROGRAM,120,30,1,0.0
793030,Asteroid Defender!,Asteroid Defender!,323,135,3,1.0
1514730,The Dream of Shadowlands Episode 2,The Dream of Shadowlands Episode 2,480,150,5,1.0
1487100,Lost to Time,Lost to Time,1,240,8,0.875
726000,No King No Kingdom,No King No Kingdom,36,3,118,0.8390000000000001
2010540,SEARCH ALL - BITCOIN,SEARCH ALL - BITCOIN,350,570,19,0.8420000000000001
651670,Star Renegades,Star Renegades,1200000,67,2262,0.846
987710,BLASK,BLASK,1,488,15,1.0
951050,Another Hardcore Game,Another Hardcore Game,950,658,25,0.84
1550630,Radon Blast,Radon Blast,389,210,7,1.0
1711530,Justice Chronicles,Justice Chronicles,1,150,5,0.8
1011420,Bus Mechanic Simulator,Bus Mechanic Simulator,79,4,146,0.5820000000000001
1411460,Z Arena,Z Arena,2,270,9,0.889
680250,The Mirage : Illusion of wish,The Mirage : Illusion of wish,256,50,1,1.0
1275660,Sanity of Morris,Sanity of Morris,15,1,58,0.69
781520,Ayahuasca: Polyventure,NULL,NULL,NULL,NULL,NULL
1479540,Dragon Mission,Dragon Mission,1,510,17,0.941
1854510,Billiards of the Round Table (BRT),Billiards of the Round Table (BRT),360,90,2,1.0
1462560,Holostar Command - Quantum Alliance,Holostar Command - Quantum Alliance,0,0,0,0.0
1314290,How To Punish A Witch,How to punish a witch,1,1,46,0.7170000000000001
1753100,舔狗模拟器,舔狗模拟器,12,3,116,0.612
1554970,Rogue Spirit,Rogue Spirit,55,4,141,0.809
211200,Beyond Oasis,Beyond Oasis,572,383,6,1.0
798590,Elven Love,Elven Love,53,5,136,0.5
718740,Chop Chop Princess!,Chop Chop Princess!,605,128,3,0.667
481950,Emily: Displaced,Emily: Displaced,4,366,7,1.0
714880,大乱斗 Chaos Battle,大乱斗 Chaos Battle,815,250,5,0.6
328550,Thieves' Gambit: The Curse of the Black Cat,NULL,NULL,NULL,NULL,NULL
429430,Tyrfing  Cycle |Vanilla|,NULL,NULL,NULL,NULL,NULL
1511130,Decabristov Street,Decabristov Street,24,30,1,0.0
829260,Morning Never Comes,Morning Never Comes,439,578,33,0.879
1384990,魔法考核冒险,魔法考核冒险,96,60,2,1.0
1108020,Bepuzzled Jigsaw Puzzle: Sweets,Bepuzzled Jigsaw Puzzle: Sweets,48,30,0,0.0
781760,Trivia Vault: Health Trivia Deluxe,Trivia Vault: Health Trivia Deluxe,14,2,73,0.562
988070,All Of ZHEM,All Of Zhem,557,124,4,0.0
1222370,Necromunda: Hired Gun,Necromunda: Hired Gun,4500000,176000,5872,0.672
533960,Scary Humans,Scary Humans,864,360,6,1.0
1152200,Furry Shakespeare: Love's Lizards Lost,Furry Shakespeare: Love's Lizards Lost,0,0,0,0.0
760640,Tennis Elbow 4,Tennis Elbow 4,185000,8,285,0.93
22380,Fallout: New Vegas,Fallout: New Vegas,62400000,10000000,176129,0.965
1678450,StOoPiD Puzzle Game,StOoPiD Puzzle Game,531,420,14,0.7140000000000001
1475940,Electrodash,Electrodash,0,0,0,0.0
499230,SurvHive,SurvHive,52,5,84,0.619
1907420,SEARCH ALL - MUSHROOMS,SEARCH ALL - MUSHROOMS,843,930,31,0.935
1268840,Project Toon Tanks,Project Toon Tanks,50,30,0,0.0
1050910,GALAXY MONSTER,GALAXY MONSTER,538,84,3,0.0
403100,Rescue Team 3,Rescue Team 3,8,2,54,0.815
1021260,Chocolate makes you happy: St.Patrick's Day,Chocolate makes you happy: St.Patrick's Day,651,1,33,0.636
837720,Tactical Mind,Tactical Mind,240,140,4,1.0
1548540,Z.O.M.B.I.E.,Z.O.M.B.I.E.,1,1,34,0.765
463150,BARRIER X,BARRIER X,377000,258000,2249,0.866
514700,Mystery Case Files®: 13th Skull™ Collector's Edition,NULL,NULL,NULL,NULL,NULL
1769630,Grim Tales: Crimson Hollow Collector's Edition,Grim Tales: Crimson Hollow Collector's Edition,3,510,17,0.706
1898570,Square Knight,Square Knight,162,240,8,1.0
1821150,Connectify,Connectify,90,120,4,0.5
1572220,Guns and Grapples,Guns and Grapples,1,180,6,1.0
508710,Project Lounge,Project Lounge,9,2,76,0.711
1347130,Kinetic Edge,Kinetic Edge,5,780,26,0.8079999999999999
1689930,Alley Cat Bowling,NULL,NULL,NULL,NULL,NULL
910540,Moon River,Moon River,1,554,17,0.588
514920,Crash Wheels,Crash Wheels,95,40,1117,0.868
1286030,Mad Bulldozer,Mad Bulldozer,0,0,0,0.0
574180,Remnants,Remnants,229000,21,718,0.753
1680530,3AM,3AM,1,270,8,1.0
550600,Sphere Complex,Sphere Complex,1,246,5,0.4
1492590,Let's Learn Japanese: Deluxe,Let's Learn Japanese: Deluxe,396,210,7,0.7140000000000001
1173870,Endless Knight,Endless Knight,6,1,49,0.9390000000000001
1806430,Injoku Byoutou,Injoku Byoutou,720,30,1,1.0
826170,Laser Ball,Laser Ball,788,524,13,0.769
643900,Alvora Tactics,Alvora Tactics,14,1,117,0.9229999999999999
1222610,Model Kit Simulator VR,Model Kit Simulator VR,317,420,13,0.615
598030,REVOLT 1917,REVOLT 1917,1,669,22,0.136
352950,Better Late Than DEAD,Better Late Than DEAD,362000,51,903,0.284
385800,NEKOPARA Vol. 0,NEKOPARA Vol. 0,1700000,900000,17165,0.94
1305880,Apparitions: Kotsmine Hills,Apparitions: Kotsmine Hills,0,0,0,0.0
978460,Emily is Away <3,Emily is Away <3,855000,137000,4579,0.927
1287450,Ultimate Chess,Ultimate Chess,144,180,6,0.667
1125800,Endless Ski,Endless Ski,449,360,12,0.917
700520,Shift Quantum - A Cyber Noir Puzzle Platformer,NULL,NULL,NULL,NULL,NULL
1154210,Convenience Store,Some Some Convenience Store,976000,87,2916,0.963
388010,Tick: The Time Based Puzzle Game,Tick: The Time Based Puzzle Game,1,420,7,0.5710000000000001
681760,DIVER - SEA SURVIVAL SIMULATOR,DIVER - SEA SURVIVAL SIMULATOR,1,150,3,0.33299999999999996
842770,Deadfall Tropics,Deadfall Tropics,3,500,12,1.0
1409600,回纹平台跳跃,回纹平台跳跃,0,0,0,0.0
1455650,Facing,Facing,4,660,22,0.8640000000000001
697930,Brutal Runner,Brutal Runner,3,4,96,0.552
1271260,Land of Screens,Land of Screens,8,1,58,0.9309999999999999
859610,S.T.R.E.T.C.H.,S.T.R.E.T.C.H.,698,1,32,0.344
644670,DEUS VULT | Online VR sword fighting,NULL,NULL,NULL,NULL,NULL
710920,Darksiders Genesis,Darksiders Genesis,6700000,316000,10538,0.8340000000000001
1190000,Car Mechanic Simulator 2021,Car Mechanic Simulator 2021,10500000,564000,18790,0.958
1390340,Hentai Fighter,Hentai Fighter,6,390,13,0.385
907190,GRITS Racing,GRITS Racing,1,164,5,0.8
860590,MissileDancer,MissileDancer,1,578,15,0.867
1358430,War War,War War,144,30,1,1.0
1617560,Super Swarm Smash,Super Swarm Smash,90,30,1,1.0
1455840,Dorfromantik,Dorfromantik,5300000,665000,22170,0.971
1228960,Harolds Harem: The Neckoning,Harolds Harem: The Neckoning,1,360,11,1.0
1124810,Tower of the Alchemist,Tower of the Alchemist,225,285,9,0.889
1253190,"Warhammer 40,000: Dakka Squadron - Flyboyz Edition","Warhammer 40,000: Dakka Squadron - Flyboyz Edition",126000,10,352,0.81
1489600,Nix Umbra,Nix Umbra,16,2,80,0.9129999999999999
566250,Project Almighty,Project Almighty,58,78,2,0.5
747230,Cosmic Buddies Town,Cosmic Buddies Town,306,144,4,0.5
1571480,Tiger Tank,NULL,NULL,NULL,NULL,NULL
951440,Volcanoids,Volcanoids,1000000,71,6255,0.843
1607570,Cute Girls Love Books,Cute Girls Love Books,180,150,5,0.4
1237870,Boss Rush: Mythology,Boss Rush: Mythology,9,3,106,0.792
491060,League of Evil,League of Evil,31,7,58,0.81
216210,Secret Files 3,Secret Files 3,85,8,141,0.688
867540,Honor Cry: Aftermath,Honor Cry: Aftermath,1,504,13,0.385
1245810,BitVault,BitVault,5,780,23,1.0
1361020,Living the Nightmare,Living the Nightmare,2,450,15,1.0
464340,Syberia 3,Syberia 3,3400000,145000,3723,0.519
1750740,战棋三国英雄,NULL,NULL,NULL,NULL,NULL
912790,Meteor,NULL,NULL,NULL,NULL,NULL
17100,Children of the Nile: Enhanced Edition,NULL,NULL,NULL,NULL,NULL
554290,Himawari - The Sunflower -,Himawari - The Sunflower -,158000,6,145,0.9309999999999999
302750,The Counting Kingdom,The Counting Kingdom,34,5,107,0.972
708630,Little Adventurer II,Little Adventurer III,2,2,55,0.2
1156200,VirtuaLiron - Immersive YOGA practice,VirtuaLiron - Immersive YOGA practice,96,60,2,0.0
1569560,The Simplest Game,The Simplest Game,395,300,10,0.8
1213230,Rain on Your Parade,Rain on Your Parade,178000,18,607,0.9790000000000001
1627920,QB Planets,QB Planets,720,90,3,1.0
581100,Langoth,Langoth,199000,94,66,0.455
789700,Wendy’s Mart 3D,Wendy’s Mart 3D,116,70,2,0.5
1061090,Jump King,Jump King,988000,106000,9641,0.904
1171950,Dragon Little Fighters 2,Dragon Little Fighters 2,101,30,1,0.0
1340860,灰烬行星与填鸭少女,灰烬行星与填鸭少女,12,210,6,0.833
500940,Get The Gems,Get The Gems,34,39,38,0.895
1579300,Birb Café,Birb Café,3,480,16,0.938
1672460,FLYING PUDDING,FLYING PUDDING,1,570,19,1.0
1112340,The Dreadful Whispers,The Dreadful Whispers,45,6,161,0.882
1418320,Puerto Viejo,Puerto Viejo,2,570,19,0.737
1021770,Wanba Warriors,Wanba Warriors,220000,66,2222,0.912
420070,Kill The Plumber,Kill The Plumber,30,8,103,0.68
1620920,Guazu: The Rescue,Guazu: The Rescue,3,1,50,0.96
1570330,West Hunt,West Hunt,174000,22,750,0.885
922820,Lotus Bloom,Lotus Bloom,648,510,17,0.941
484390,Hanger World,Hanger World,2,1,28,0.9640000000000001
494720,Morphblade,Morphblade,80,21,529,0.9129999999999999
1201770,Colossals,Colossals,342,90,3,0.667
503620,Fictorum,Fictorum,324000,28,1050,0.779
550200,World Destroyers,World Destroyers,1,278,6,1.0
1805040,Implements of Hell,Implements of Hell,9,2,79,0.7340000000000001
1102060,Gun Blaze,NULL,NULL,NULL,NULL,NULL
856270,Draid,Draid,2,302,8,0.5
701970,Sliding Blocks,Sliding Blocks,1,820,20,0.95
1114220,Gedonia,Gedonia,709000,78,2606,0.8959999999999999
1787600,Dark Forest: The Horror,NULL,NULL,NULL,NULL,NULL
1899200,Bombardier,Bombardier,1,210,7,0.857
490890,Ne no Kami: The Two Princess Knights of Kyoto,NULL,NULL,NULL,NULL,NULL
1225920,Pixelfence,Pixelfence,181,270,9,0.444
1402580,No Place for the Dissident,No Place for the Dissident,7,690,23,0.565
1325960,Pandemic: The Virus Outbreak,Pandemic: The Virus Outbreak,450,360,12,0.33299999999999996
1707650,Swords and Sandals Immortals,Swords and Sandals Immortals,270000,22,738,0.883
1604640,Tender: Creature Comforts,Tender: Creature Comforts,10,1,59,0.915
1459540,Elephantasy,Elephantasy,4,900,30,0.9670000000000001
849740,Love Esquire - RPG/Dating Sim/Visual Novel,NULL,NULL,NULL,NULL,NULL
383180,Dead Island: Riptide Definitive Edition,NULL,NULL,NULL,NULL,NULL
355530,Last Word,Last Word,254000,39,381,0.8290000000000001
1543340,Sheriff Exam,Sheriff Exam,1,420,14,0.643
458730,Conception II: Children of the Seven Stars,Conception II: Children of the Seven Stars,530000,40,621,0.816
549080,Tank Warfare: Tunisia 1943,Tank Warfare: Tunisia 1943,276000,12,336,0.833
1399150,"VR Time Machine Travelling in ancient civilizations: Mayan Kingdom, Inca Empire, Indians, and Aztecs before conquest A.D.1000","VR Time Machine Travelling in ancient civilizations: Mayan Kingdom, Inca Empire, Indians, and Aztecs before conquest A.D.1000",240,60,2,1.0
613420,BOROS,Ouroboros,12,4,122,0.9590000000000001
1177990,Welcome to Primrose Lake,Welcome to Primrose Lake,4,540,18,0.778
1426730,The Immortal Mayor,The Immortal Mayor,1100000,77,2572,0.67
356190,Middle-earth™: Shadow of War™,Middle-earth™: Shadow of War™,78900000,2200000,86007,0.878
1439800,ASMR Journey - Animated Jigsaw Puzzle,ASMR Journey - Animated Jigsaw Puzzle,961,960,32,0.9059999999999999
775940,Rise of Liberty,Rise of Liberty,364000,61,1756,0.855
2024870,The Lobster Game,The Lobster Game,876,300,10,0.8
392000,TRON RUN/r,TRON RUN/r,190000,16,365,0.792
915770,People Cu3ed,People Cu3ed,1,280,7,1.0
299020,Runaway Express Mystery,Runaway Express Mystery,13,2,48,0.708
1001980,Archeo: Shinar,Archeo: Shinar,34,3,103,0.7859999999999999
1411870,Zball III,Zball III,467,360,11,0.636
300300,Ichi,Akane the Kunoichi,104000,51,735,0.48700000000000004
471550,Nine Parchments,Nine Parchments,1000000,97,3778,0.7709999999999999
1677180,Neko Hacker Plus,NULL,NULL,NULL,NULL,NULL
